,Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Female 0 - 4,Female 5 - 11,Female 12 - 17,Female 18 - 59,Female 60,Female other,Female total,Male 0 - 4,Male 5 - 11,Male 12 - 17,Male 18 - 59,Male 60,Male other,Male total
65196,2019,Saint Vincent and the Grenadines,VCT,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64285,2019,Stateless,XXA,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63272,2019,Namibia,NAM,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62573,2019,South Africa,ZAF,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61460,2019,Bosnia and Herzegovina,BIH,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61483,2019,Guinea,GIN,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62107,2019,Ukraine,UKR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61129,2019,Guinea-Bissau,GNB,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63176,2019,Iran (Islamic Rep. of),IRN,Iraq,IRQ,89,213,303,1733,232,0,2570,90,237,285,1618,241,0,2471
66934,2020,Tajikistan,TJK,Germany,DEU,74,111,49,257,11,0,502,78,113,59,303,9,0,562
68617,2020,Dem. Rep. of the Congo,COD,Senegal,SEN,0,0,0,5,0,0,5,0,0,0,6,0,0,6
67264,2020,Turkey,TUR,India,IND,5,0,0,0,0,0,5,0,0,0,0,0,0,0
69414,2020,Egypt,EGY,Yemen,YEM,0,0,0,9,0,0,9,0,0,0,7,0,0,7
65886,2020,Somalia,SOM,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68697,2020,Saudi Arabia,SAU,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66496,2020,Tunisia,TUN,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66030,2020,United States of America,USA,Canada,CAN,6,0,0,0,0,0,6,0,6,0,0,0,0,6
65816,2020,Guinea,GIN,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66992,2020,Bangladesh,BGD,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66991,2020,Burundi,BDI,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66862,2020,Indonesia,IDN,Germany,DEU,0,0,0,0,0,0,0,0,0,0,8,6,0,14
69140,2020,Somalia,SOM,United Arab Emirates,ARE,0,0,0,12,0,0,12,0,0,0,6,0,0,6
67322,2020,Indonesia,IDN,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,5,0,0,5
65551,2020,Lebanon,LBN,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67341,2020,Mongolia,MNG,Ireland,IRL,0,0,0,5,0,0,5,0,0,0,0,0,0,0
66097,2020,Peru,PER,Chile,CHL,0,0,0,0,0,0,0,0,0,0,5,0,0,5
67297,2020,Bahrain,BHR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,6,0,0,6
68184,2020,Tajikistan,TJK,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65714,2020,Burundi,BDI,Benin,BEN,0,0,7,0,0,0,7,0,0,0,0,0,0,0
65712,2020,Stateless,XXA,Belgium,BEL,0,0,0,0,0,83,83,0,0,0,0,0,221,221
67981,2020,Uganda,UGA,Namibia,NAM,0,0,0,0,0,0,0,0,0,0,5,0,0,5
65671,2020,Libya,LBY,Belgium,BEL,0,0,0,0,0,28,28,0,0,0,0,0,47,47
65918,2020,Central African Rep.,CAF,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65626,2020,Burkina Faso,BFA,Belgium,BEL,0,0,0,0,0,56,56,0,0,0,0,0,50,50
68861,2020,Libya,LBY,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66591,2020,Mauritius,MUS,France,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65733,2020,Cuba,CUB,Bahamas,BHS,0,0,0,0,0,0,0,0,0,0,5,0,0,5
68686,2020,Morocco,MAR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65286,2020,Sudan,SDN,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,13,0,0,13
68287,2020,Nicaragua,NIC,Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67330,2020,Dem. People's Rep. of Korea,PRK,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,7,0,0,7
65721,2020,Sri Lanka,LKA,Benin,BEN,0,5,0,0,0,0,5,0,0,0,0,0,0,0
66117,2020,Nigeria,NGA,Cameroon,CMR,10186,16909,8536,24688,2704,0,63023,10384,16738,8310,16226,2741,0,54399
65815,2020,Guinea-Bissau,GNB,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65506,2020,Yemen,YEM,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68527,2020,Syrian Arab Rep.,SYR,South Africa,ZAF,0,0,6,12,0,0,18,0,0,5,15,0,0,20
65587,2020,Ukraine,UKR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66045,2020,Liberia,LBR,Central African Rep.,CAF,0,0,0,5,0,0,5,0,0,0,0,0,0,0
66933,2020,Thailand,THA,Germany,DEU,0,0,0,12,0,0,12,0,0,5,8,0,0,13
68362,2020,Iraq,IRQ,Papua New Guinea,PNG,0,0,0,0,0,0,0,0,0,0,32,0,0,32
68049,2020,Nigeria,NGA,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67184,2020,Azerbaijan,AZE,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68875,2020,Nicaragua,NIC,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65935,2020,Eritrea,ERI,Canada,CAN,0,6,0,39,8,55,108,0,7,0,87,0,41,135
68833,2020,Equatorial Guinea,GNQ,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68501,2020,Dem. Rep. of the Congo,COD,South Africa,ZAF,185,1707,1428,6937,167,0,10424,217,1711,1367,8927,170,0,12392
67444,2020,Sierra Leone,SLE,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65717,2020,Cameroon,CMR,Benin,BEN,0,0,0,17,0,0,17,0,0,0,18,0,0,18
68308,2020,Dem. Rep. of the Congo,COD,Peru,PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65748,2020,Afghanistan,AFG,Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67413,2020,Cameroon,CMR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67265,2020,Venezuela (Bolivarian Republic of),VEN,India,IND,0,0,0,5,0,0,5,0,0,0,0,0,0,0
66360,2020,Colombia,COL,Ecuador,ECU,97,561,2397,19873,2182,0,25110,111,588,2415,21813,2944,0,27871
66240,2020,Ukraine,UKR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68377,2020,China,CHN,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65949,2020,Haiti,HTI,Canada,CAN,0,0,0,217,0,65,282,6,0,0,139,0,87,232
67697,2020,Afghanistan,AFG,Latvia,LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67046,2020,Sudan,SDN,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68908,2020,Yemen,YEM,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69393,2020,Zimbabwe,ZWE,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66748,2020,Qatar,QAT,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67879,2020,Rwanda,RWA,Malawi,MWI,99,171,174,638,42,0,1124,117,183,179,594,80,0,1153
66842,2020,Estonia,EST,Germany,DEU,0,0,0,0,0,0,0,0,0,5,0,0,0,5
66344,2020,Iraq,IRQ,Djibouti,DJI,0,0,0,0,0,0,0,0,0,12,7,0,0,19
67929,2020,Ethiopia,ETH,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65766,2020,Ecuador,ECU,Bolivia (Plurinational State of),BOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68301,2020,Syrian Arab Rep.,SYR,Paraguay,PRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67716,2020,Burundi,BDI,Madagascar,MDG,0,0,0,0,0,0,0,0,0,0,5,0,0,5
68111,2020,Eritrea,ERI,Nigeria,NGA,0,5,0,5,0,0,10,0,5,0,17,0,0,22
68190,2020,Uzbekistan,UZB,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68468,2020,Guinea,GIN,Romania,ROU,0,5,0,0,0,0,5,0,0,0,6,0,0,6
67963,2020,Bosnia and Herzegovina,BIH,Montenegro,MNE,0,0,0,0,5,0,5,0,0,0,0,0,0,0
67353,2020,Russian Federation,RUS,Ireland,IRL,0,0,7,30,0,0,37,0,5,0,35,5,0,45
66538,2020,Dominica,DMA,France,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67115,2020,Bosnia and Herzegovina,BIH,Croatia,HRV,0,0,0,0,0,0,0,0,0,0,5,0,0,5
67332,2020,Liberia,LBR,Ireland,IRL,0,0,0,6,0,0,6,0,0,0,7,0,0,7
66641,2020,Mauritania,MRT,Gabon,GAB,0,0,0,0,0,0,0,0,0,0,7,0,0,7
66526,2020,Chad,TCD,France,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65982,2020,Malawi,MWI,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68205,2020,Myanmar,MMR,Nauru,NRU,0,0,6,15,5,0,26,0,0,5,43,0,0,48
66080,2020,Somalia,SOM,China,CHN,12,5,5,39,0,0,61,14,0,9,36,0,0,59
67040,2020,Saudi Arabia,SAU,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69055,2020,Ethiopia,ETH,Thailand,THA,0,0,5,6,0,0,11,0,0,7,0,0,0,7
65309,2020,Central African Rep.,CAF,Egypt,EGY,0,0,0,5,0,0,5,0,0,0,35,0,0,35
73611,2021,Greece,GRC,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69887,2021,El Salvador,SLV,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73407,2021,Lebanon,LBN,Togo,TGO,0,0,0,0,0,0,0,0,0,0,11,0,0,11
73658,2021,Mozambique,MOZ,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73421,2021,Nigeria,NGA,Trinidad and Tobago,TTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71162,2021,United Arab Emirates,ARE,Germany,DEU,0,5,5,7,0,0,17,0,8,0,8,0,0,16
71711,2021,Tunisia,TUN,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70104,2021,Argentina,ARG,Canada,CAN,0,0,0,5,0,0,5,0,0,5,5,0,0,10
71898,2021,China,CHN,Liechtenstein,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70399,2021,Mexico,MEX,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71785,2021,Syrian Arab Rep.,SYR,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,5,0,0,5
69694,2021,Turkey,TUR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70995,2021,Tunisia,TUN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73373,2021,Cameroon,CMR,Thailand,THA,0,0,0,15,0,0,15,5,0,0,33,0,0,38
73159,2021,Ghana,GHA,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72207,2021,Yemen,YEM,Morocco,MAR,0,0,5,0,0,0,5,0,0,0,9,0,0,9
70167,2021,Ireland,IRL,Canada,CAN,0,0,5,0,0,0,5,0,0,0,0,0,0,0
70880,2021,Egypt,EGY,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71145,2021,Spain,ESP,Germany,DEU,0,0,6,0,0,0,6,0,0,9,6,0,0,15
71697,2021,Nicaragua,NIC,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71255,2021,Nepal,NPL,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70514,2021,China,CHN,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71611,2021,Kuwait,KWT,Iran (Islamic Rep. of),IRN,0,0,0,8,0,0,8,0,0,0,0,0,0,0
69879,2021,Nicaragua,NIC,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70960,2021,Myanmar,MMR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70222,2021,Senegal,SEN,Canada,CAN,0,0,0,24,0,0,24,0,0,0,53,5,0,58
72814,2021,Cote d'Ivoire,CIV,South Africa,ZAF,0,0,0,9,0,0,9,0,0,0,17,0,0,17
70494,2021,Viet Nam,VNM,Czechia,CZE,0,0,0,0,0,5,5,0,0,0,0,0,9,9
72948,2021,Angola,AGO,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70064,2021,Iran (Islamic Rep. of),IRN,Bosnia and Herzegovina,BIH,0,0,0,0,0,0,0,0,0,0,5,0,0,5
69604,2021,Lebanon,LBN,Armenia,ARM,0,0,0,10,0,0,10,0,0,0,11,5,0,16
72428,2021,Afghanistan,AFG,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70855,2021,Burundi,BDI,Gabon,GAB,0,0,0,6,0,0,6,0,0,0,0,0,0,0
70755,2021,Comoros,COM,France,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73298,2021,Netherlands,NLD,Switzerland,CHE,0,0,0,0,0,0,0,0,5,0,0,0,0,5
72011,2021,Cote d'Ivoire,CIV,Mauritania,MRT,11,20,27,69,0,0,127,18,22,19,86,5,0,150
72175,2021,Rwanda,RWA,Malawi,MWI,122,183,174,721,45,0,1245,141,183,196,664,85,0,1269
73260,2021,Gabon,GAB,Switzerland,CHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72633,2021,Ghana,GHA,Philippines,PHL,0,0,0,0,0,0,0,0,0,0,5,0,0,5
73124,2021,Albania,ALB,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69964,2021,Pakistan,PAK,Bolivia (Plurinational State of),BOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71544,2021,Ethiopia,ETH,Ireland,IRL,0,0,0,25,5,0,30,0,0,0,28,0,0,28
70003,2021,Dominican Rep.,DOM,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73184,2021,North Macedonia,MKD,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71720,2021,Haiti,HTI,Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72452,2021,Cote d'Ivoire,CIV,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71040,2021,Bhutan,BTN,Germany,DEU,0,0,0,0,0,0,0,0,0,0,16,5,0,21
73442,2021,Rwanda,RWA,Tunisia,TUN,0,0,0,0,0,0,0,0,0,6,0,0,0,6
73585,2021,Cameroon,CMR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70665,2021,Burundi,BDI,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69856,2021,Iraq,IRQ,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70223,2021,Seychelles,SYC,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70243,2021,Turkey,TUR,Canada,CAN,25,54,26,409,0,37,551,28,58,65,808,5,40,1004
71354,2021,Sudan,SDN,Croatia,HRV,0,0,0,0,0,0,0,0,0,5,0,0,0,5
69841,2021,Gambia,GMB,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69725,2021,Colombia,COL,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70924,2021,Guyana,GUY,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69746,2021,Kuwait,KWT,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72200,2021,Pakistan,PAK,Morocco,MAR,0,0,0,7,0,0,7,0,0,0,9,0,0,9
72651,2021,Turkey,TUR,Philippines,PHL,0,14,5,11,0,0,30,0,8,0,17,0,0,25
73259,2021,France,FRA,Switzerland,CHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71002,2021,Saint Vincent and the Grenadines,VCT,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70923,2021,Guinea,GIN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71362,2021,Algeria,DZA,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73103,2021,Kazakhstan,KAZ,Slovenia,SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70047,2021,Sierra Leone,SLE,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70344,2021,Chad,TCD,Congo,COG,0,5,0,7,0,0,12,0,0,5,6,5,0,16
72781,2021,Morocco,MAR,Romania,ROU,0,0,0,5,0,0,5,0,0,0,0,0,0,0
69914,2021,Dem. Rep. of the Congo,COD,Benin,BEN,0,0,9,0,0,0,9,0,0,0,15,0,0,15
71811,2021,Iran (Islamic Rep. of),IRN,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70179,2021,Kuwait,KWT,Canada,CAN,0,7,0,6,0,0,13,0,0,7,27,0,0,34
72812,2021,Palestinian,PSE,South Africa,ZAF,0,0,5,13,0,0,18,0,0,5,16,0,0,21
72231,2021,Cote d'Ivoire,CIV,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71146,2021,Viet Nam,VNM,Germany,DEU,0,10,6,187,196,0,399,0,7,6,402,282,0,697
69927,2021,Jamaica,JAM,Bahamas,BHS,0,0,0,0,0,0,0,0,0,0,5,0,0,5
71125,2021,Oman,OMN,Germany,DEU,0,0,0,8,0,0,8,0,0,0,0,0,0,0
69565,2021,Iran (Islamic Rep. of),IRN,Argentina,ARG,0,0,0,0,7,0,7,0,0,0,17,6,0,23
69970,2021,Venezuela (Bolivarian Republic of),VEN,Bolivia (Plurinational State of),BOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70778,2021,Hungary,HUN,France,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69908,2021,Tibetan,TIB,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70484,2021,Rep. of Moldova,MDA,Czechia,CZE,0,0,0,0,0,8,8,0,0,0,0,0,9,9
72691,2021,Nepal,NPL,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72515,2021,China,CHN,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70958,2021,Mozambique,MOZ,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72213,2021,Rwanda,RWA,Mozambique,MOZ,10,42,31,227,21,0,331,10,36,30,258,32,0,366
