year,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,country_origin,country_origin(ISO),region,continent,location,total_deaths,total_affected,geo_locations
2021,Natural,Meteorological,Storm,Convective storm,Canada,CAN,Northern America,Americas,Montreal City area (Quebec),1.0,302.0,Quebec / Québec (Adm1).
2021,Natural,Meteorological,Storm,Convective storm,China,CHN,Eastern Asia,Asia,Hubei Province; Suzhou City (Jiangsu Province),12.0,80301.0,Hubei Sheng (Adm1). Suzhou (Adm2).
2021,Natural,Meteorological,Storm,Convective storm,China,CHN,Eastern Asia,Asia,"Tongliao City area (Inner Mongolia Autonomous Region); Liaoning, Jilin, and Heilongjiang.",1.0,5600.0,"Heilongjiang Sheng, Jilin Sheng, Liaoning Sheng (Adm1). Tongliao (Adm2)."
2021,Natural,Meteorological,Storm,Convective storm,China,CHN,Eastern Asia,Asia,"Forêt de pierre du Fleuve jaune, near Baiyi (Gansu province)",21.0,8.0,Gansu Sheng (Adm1).
2021,Natural,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Xinjiang Uygur Autonomous Region,3.0,195.0,Xinjiang Uygur Zizhiqu (Adm1).
2021,Natural,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Yanbi, Yongping (Yunnan province)",3.0,39028.0,Yunnan Sheng (Adm1).
2021,Natural,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Lu County, Sichuan Province",3.0,24395.0,Sichuan Sheng (Adm1).
2021,Natural,Hydrological,Flood,Flash flood,China,CHN,Eastern Asia,Asia,"Shanxi, Hebei Provinces",18.0,1760000.0,"Hebei Sheng, Shanxi Sheng (Adm1)."
2021,Natural,Meteorological,Storm,Tropical cyclone,China,CHN,Eastern Asia,Asia,Zhejiang Province,5.0,72000.0,Zhejiang Sheng (Adm1).
2021,Natural,Hydrological,Landslide,Landslide,Colombia,COL,South America,Americas,Mallama Municipality (Narino Department),20.0,10.0,Mallama (Adm2).
2021,Natural,Meteorological,Storm,Convective storm,Germany,DEU,Western Europe,Europe,"Brandenburg, Sachsen; Cochem (Rheinland-Pfalz)",1.0,4.0,"Brandenburg, Rheinland-Pfalz, Sachsen (Adm1)."
2021,Natural,Meteorological,Storm,Tropical cyclone,Dominican Republic ,DOM,Caribbean,Americas,Bahoruco region,2.0,153.0,Baoruco (Adm1).
2021,Natural,Hydrological,Flood,Flash flood,Algeria,DZA,Northern Africa,Africa,Chlef Province,10.0,2500.0,Chlef (Adm1).
2019,Natural,Meteorological,Storm,Extra-tropical storm,France,FRA,Western Europe,Europe,"Alpes-Maritimes Department; Nouvelle Aquitaine, Pays de la Loire, Auvergne, Occitanie",1.0,54.0,"Aquitaine, Auvergne, Languedoc-Rousillon, Limousin, Midi-Pyrenees, Pays-de-la-Loire, Poitou-Charentes (Adm1). Alpes-maritimes (Adm2)."
2019,Natural,Meteorological,Storm,Convective storm,Guatemala,GTM,Central America,Americas,San Lucas Sacatepéquez Municipality (Sacatepéquez Department),2.0,15000.0,San Lucas Sacatep??quez (Adm2).
2019,Natural,Meteorological,Storm,Convective storm,Italy,ITA,Southern Europe,Europe,Albano Laziale (Lazio Region); Emilia-Romagna; Martello Municipality (Trentino-South Tyrol Region); Tuscany; Venice,2.0,200.0,"Emilia-romagna, Lazio, Toscana, Trentino-alto Adige, Veneto (Adm1)."
2019,Natural,Meteorological,Storm,Tropical cyclone,Madagascar,MDG,Eastern Africa,Africa,"Mahanjanga, Soalala districts (Boeny); Diego I district (Diana); Besalampy district (Melaky); Morondava district (Menabe",5.0,20293.0,"Boeny, Diana, Melaky (Adm1)."
2019,Natural,Meteorological,Storm,Convective storm,Guatemala,GTM,Central America,Americas,"Alta Verapaz, Sololá, Guatemala, Santa Rosa, Sacatepéquez, Suchitepéquez, Escuintla",2.0,63453.0,"Alta Verapaz, Escuintla, Guatemala, Sacatepéquez, Santa Rosa, Solola, Suchitepéquez (Adm1)."
2019,Natural,Hydrological,Flood,Flash flood,Indonesia,IDN,South-Eastern Asia,Asia,"Labuhanbatu Utara districts (North Sumatra); Saling,Talang Datuk, Talang Tinggi and Lunjuk sub-districts (Bengkulu province); Jakarta, Bekasi, Bogor, Depok in West Java district; Banten Province",66.0,501110.0,"Banten, Bengkulu, Dki Jakarta (Adm1). Bekasi, Bogor, Kota Bekasi, Kota Bogor, Kota Depok, Labuhanbatu (Adm2)."
2019,Natural,Hydrological,Flood,Flash flood,Kenya,KEN,Eastern Africa,Africa,"Mombasa, Kwale, Kilifi, Tana River, Taita–Taveta, Garissa, Wajir, Mandera, Marsabit, Isiolo, Meru, Kitui, Machakos, Makueni, Kirinyaga, Murang'a, Turkana, West Pokot, Samburu, Trans-Nzoia, Elgeyo-Marakwet, Nandi, Narok, Kajiado, Kakamega, Bungoma, Siaya, Kisumu, Homa Bay counties",90.0,233339.0,"Marakwet, Turkana, Wajir (Adm2)."
2019,Natural,Hydrological,Flood,Flash flood,Sri Lanka,LKA,Southern Asia,Asia,"Galle, Kalutara, Gampaha, Ratnapura, Kegalle, Matara, Colombo",1.0,136607.0,"Colombo, Galle, Gampaha, Kalutara, Kegalle, Matara, Ratnapura (Adm2)."
2019,Natural,Hydrological,Flood,Flash flood,Pakistan,PAK,Southern Asia,Asia,"Punjab, Balochistan, Khyber Pakhtunkhwa, Sindh, Azad Jammu and Kashmir (AJK)",64.0,871.0,"Balochistan, Jammu and Kashmir (Administrative unit not available), Punjab, Sindh (Adm1). Khyber Agency (Adm2)."
2019,Natural,Meteorological,Storm,Convective storm,France,FRA,Western Europe,Europe,"Var, Alpes Maritimes, Puy de Dome departments.",5.0,625.0,"Alpes-maritimes, Puy-de-Dome, Var (Adm2)."
2019,Natural,Meteorological,Storm,Tropical cyclone,Japan,JPN,Eastern Asia,Asia,"Tokyo, Fukushima, Miyagi, Shizuoka, Kanawanga, Nagano, Saitama, Gunma, Ibaraki, Tochigi",99.0,390470.0,"Gunma, Hukusima, Ibaraki, Kanagawa, Miyagi, Nagano, Saitama, Sizuoka, Tookyoo, Totigi (Adm1)."
2019,Natural,Hydrological,Landslide,Landslide,Kenya,KEN,Eastern Africa,Africa,"Tapach, Parua (West Pokot county)",97.0,120.0,West Pokot (Adm2).
2019,Natural,Meteorological,Storm,Tropical cyclone,Mexico,MEX,Central America,Americas,"Baja California Peninsula, coastal Baja California Sur, Jalisco, Sinaloa, Nayarit, Michoacan, Colima States",1.0,200.0,"Baja California, Baja California Sur, Colima, Jalisco, Michoacan, Nayarit, Sinaloa (Adm1)."
2019,Natural,Meteorological,Storm,Tropical cyclone,Fiji,FJI,Melanesia,Oceania,"Ba, Nadroga, Lau, Kadavu",1.0,7780.0,"Ba, Kadavu, Lau, Nadroga & Navosa (Adm2)."
2019,Natural,Meteorological,Storm,Convective storm,Gambia ,GMB,Western Africa,Africa,"Jimara, Tumanna, Wuli East, Wuli West and Sandu districts (Upper River Region URR)); Upper Fulado East, Upper Fulado West, Niani (Central River Region(CRR)",4.0,15101.0,"Fulladu East, Fulladu West, Niani, Sandu, Wuli (Adm2)."
2019,Natural,Hydrological,Flood,Flash flood,Haiti,HTI,Caribbean,Americas,Petite Goave,6.0,1325.0,Leogane (Adm2).
2019,Natural,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Pandeglang (Banten Province); Bandar Lampung (Lampung Province),6.0,2104.0,"Kota Bandarlampung, Pandeglang (Adm2)."
2019,Natural,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Ambon, Nusaniwe, Sirimau, Baguala, Teluk ambon, Leitimur Selatan distrcits (Maluku Province)",31.0,247418.0,Maluku (Adm1).
2019,Natural,Hydrological,Flood,Flash flood,Indonesia,IDN,South-Eastern Asia,Asia,"South Solok Regency (west Sumatra), Sigi Regency (central Sulawesi)",14.0,5000.0,"Donggala, Solok Selatan (Adm2)."
2019,Natural,Meteorological,Storm,Tropical cyclone,India,IND,Southern Asia,Asia,"South Assam, Meghalaya, Tripura, Mizoram, West Begal, Odisha state",12.0,130000.0,"Assam, Meghalaya, Mizoram, Orissa, Tripura, West Bengal (Adm1)."
2019,Natural,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Varnakesh village (Mianeh County); Torkamanchay City (Mianeh County) - East Azerbaijan Province,6.0,23084.0,Mianeh (Adm2).
2019,Natural,Meteorological,Storm,Tropical cyclone,Japan,JPN,Eastern Asia,Asia,Chiba prefecture; Tokyo,3.0,120150.0,"Tiba, Tookyoo (Adm1)."
2019,Natural,Meteorological,Storm,Tropical cyclone,Korea (the Republic of),KOR,Eastern Asia,Asia,Jeju,3.0,71.0,Cheju-do (Adm1).
2019,Natural,Meteorological,Storm,Tropical cyclone,Korea (the Republic of),KOR,Eastern Asia,Asia,Jeju Island,2.0,83370.0,Cheju-do (Adm1).
2019,Natural,Meteorological,Storm,Tropical cyclone,Korea (the Republic of),KOR,Eastern Asia,Asia,South Jeolla Province,15.0,1411.0,Chollanam-do (Adm1).
2019,Natural,Hydrological,Flood,Flash flood,Morocco,MAR,Northern Africa,Africa,Taroudant Province,7.0,200.0,Taroudannt (Adm2).
2019,Natural,Meteorological,Storm,Tropical cyclone,Mexico,MEX,Central America,Americas,Oaxaca state,2.0,1000.0,Oaxaca (Adm1).
2019,Natural,Hydrological,Landslide,Landslide,Norway,NOR,Northern Europe,Europe,"Jølster Municipality (Sogn og Fjordane County, south-western Norway)",1.0,150.0,Joelster (Adm2).
2019,Natural,Geophysical,Volcanic activity,Ash fall,New Zealand,NZL,Australia and New Zealand,Oceania,Whakaari/White Island,21.0,23.0,Bay Of Plenty (Adm1).
2019,Natural,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,Mirpur district (Southern Azad Jammu and Kashmir Territory),39.0,130398.0,Administrative unit not available (Adm2).
2019,Technological,Technological,Transport accident,Rail,Pakistan,PAK,Southern Asia,Asia,Rahim Yar Khan,74.0,40.0,Rahim Yar Khan District (Adm2).
2019,Natural,Geophysical,Earthquake,Ground movement,Philippines ,PHL,South-Eastern Asia,Asia,Itbayat Island (Batanes Province),9.0,3027.0,Batanes (Adm2).
2019,Natural,Geophysical,Earthquake,Ground movement,Philippines ,PHL,South-Eastern Asia,Asia,North Cotabato Province (Mindanao Island),7.0,3283.0,North Cotabato (Adm2).
2019,Natural,Geophysical,Earthquake,Ground movement,Philippines ,PHL,South-Eastern Asia,Asia,Davao del Sur and South Cotabato provinces; North Cotabato Province (Mindanao Island),10.0,26025.0,"Davao Del Sur, North Cotabato, South Cotabato (Adm2)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Fiji,FJI,Melanesia,Oceania,"Lau group, Vanua Levu, Taveuni, Kadavu",5.0,22000.0,"Bua, Cakaudrove, Kadavu, Lau, Macuata (Adm2)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Guatemala,GTM,Central America,Americas,"Alta Verapaz,Petén, Quiché, Sololá, Izabal, Chiquimula, Zacapa, Jutiapa, El Progreso, Santa Rosa departments",160.0,2415888.0,"Alta Verapaz, Chiquimula, El Progreso, Izabal, Jutiapa, Petén, Quiché, Santa Rosa, Solola, Zacapa (Adm1)."
2020,Natural,Meteorological,Storm,Convective storm,Pakistan,PAK,Southern Asia,Asia,"Mastung, Qila Abdullah, Kech, Ziarat, Harnai, and Pishin districts (Balochistan); Rajanpur District (Punjab Province); Azad Jammu and Kashmir, Khyber Pakhtunkhwa, Gilgit-Baltistan",107.0,1000104.0,"Federally Administered Tribal Areas, Jammu and Kashmir (Administrative unit not available), North-West Frontier (Adm1). Kech District, Killa Abdullah District, Mastung District, Pishin District, Rajanpur District, Sibi District, Ziarat District (Adm2)."
2020,Natural,Hydrological,Flood,Flash flood,Pakistan,PAK,Southern Asia,Asia,Khyber Pakhtunkhwa Province,66.0,4836.0,"Federally Administered Tribal Areas, North-West Frontier (Adm1)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Nicaragua,NIC,Central America,Americas,"Bonanza Municipality, Bilwi, Jinotega, Yali, Wiwili, Ocotal.",2.0,30000.0,"Jinotega (Adm1). Bonanza, Ocotal, Puerto Cabezas (Adm2)."
2020,Natural,Meteorological,Storm,Convective storm,Italy,ITA,Southern Europe,Europe,"Massa, Carrara Province (Tuscany Region); Varese Province (Lombardy Region) Ancona Province (Marche Region); Trentino-South Tyrol Region",3.0,920.0,"Trentino-alto Adige (Adm1). Ancona, Massa-carrara, Varese (Adm2)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Guatemala,GTM,Central America,Americas,"Chiquimula, El Progreso, Jalapa, Jutiapa, Santa Rosa",2.0,306886.0,"Chiquimula, El Progreso, Jalapa, Jutiapa, Santa Rosa (Adm1)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Honduras,HND,Central America,Americas,Tegucigalpa (Francisco Morazán department); Valle Department,5.0,1200.0,Valle (Adm1). Distrito Central (Adm2).
2020,Natural,Hydrological,Flood,Flash flood,Indonesia,IDN,South-Eastern Asia,Asia,Tana Toraja Regency (South Sulawesi Province); East Kalimantan; West Sumatra,4.0,100.0,"Kalimantan Timur, Sumatera Barat (Adm1). Tanatoraja (Adm2)."
2020,Natural,Hydrological,Flood,Flash flood,Indonesia,IDN,South-Eastern Asia,Asia,"Bantaeng, Jeneponto Districts (South Sulawesi Province); Sawawa, Sawawa Tengah, South Sawawa, and Botu Pingge (Bone Bolango Regency, northern Sulawesi province)",7.0,12003.0,"Bantaeng, Bonebolango, Jeneponto (Adm2)."
2020,Natural,Hydrological,Flood,Riverine flood,Indonesia,IDN,South-Eastern Asia,Asia,Java Island,2.0,1852.0,"Jawa Barat, Jawa Tengah, Jawa Timur (Adm1)."
2020,Natural,Hydrological,Flood,Flash flood,Italy,ITA,Southern Europe,Europe,"Cagliari, Nuoro, Sassari, Oristano (Nuoro Province, central-northern Sardinia)",3.0,250.0,"Cagliari, Nuoro, Oristano, Sassari (Adm2)."
2020,Natural,Meteorological,Storm,Convective storm,Italy,ITA,Southern Europe,Europe,Liguria and Piemonte Regions of Italy,7.0,94.0,"Liguria, Piemonte (Adm1)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Korea (the Republic of),KOR,Eastern Asia,Asia,North Chungcheong,26.0,1007.0,Chungchongbuk-do (Adm1).
2020,Natural,Hydrological,Flood,Flash flood,Peru,PER,South America,Americas,"Arequipa, Tacna, Cusco",15.0,6461.0,"Arequipa, Cusco, Tacna (Adm1)."
2020,Natural,Hydrological,Landslide,Landslide,Myanmar,MMR,South-Eastern Asia,Asia,Hpakant Township (western Kachin),174.0,1554.0,Myitkyina (Adm2).
2020,Natural,Meteorological,Storm,Tropical cyclone,Cambodia,KHM,South-Eastern Asia,Asia,"Pursat, Battambang, Pailin, Kampong Speu, Kampong Chhnang, Banteay Meanchey, Kampong Thom, Phnom Penh, Kandal, Sway Rieng, Stung Treng, Takao, Siem Reap, Preah Videar, Oddar Meanchey Provinces.",44.0,759360.0,"Banteay Meanchey, Battambang, Kampong Chhnang, Kampong Speu, Kampong Thom, Kandal, Otdar Meanchey, Pailin, Phnom Penh, Preah Vihear, Pursat, Siem Reap, Stung Treng, Svay Rieng, Takeo (Adm1)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Korea (the Republic of),KOR,Eastern Asia,Asia,"Gangwon, Jeju, South Gyeongsang, Busan",1.0,2400.0,"Cheju-do, Kang-won-do, Kyongsangnam-do, Pusan (Adm1)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Lao People's Democratic Republic ,LAO,South-Eastern Asia,Asia,"Savannakhet, Salawan, Sekong provinces",2.0,69764.0,"Salavan, Savannakhet, Xekong (Adm1)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Madagascar,MDG,Eastern Africa,Africa,"Sava region, Maroantsetra (Analanjirofo), Antalaha (Sava)",4.0,3200.0,Sava (Adm1). Maroantsetra (Adm2).
2020,Natural,Hydrological,Landslide,Mudslide,Peru,PER,South America,Americas,"Santa Teresa District (La Convencion Province, Cusco Department); Pisac District (Calca Province, Cusco Department)",15.0,13.0,"Calca, La Convenci??n (Adm2)."
2020,Natural,Hydrological,Flood,Flash flood,Egypt,EGY,Northern Africa,Africa,"Cairo, Giza, Monufia, Sharkeia, South Sinai, Red Sea, Beni Suef, Faiyum, Ismailia",40.0,20400.0,"Beni Suef, Cairo, Fayoum, Giza, Ismailia, Menoufia, Red Sea, Shrkia, South Sinai (Adm1)."
2020,Natural,Meteorological,Storm,Extra-tropical storm,Spain,ESP,Southern Europe,Europe,"Gandia, Moixent Municipalities (Valencia Province); Avila Province; Asturias Region; Alicante; Almería provinces, Balearic Islands, Girona province, Catalonia, Aragón Murcia,eastern Andalusia",17.0,2000.0,"Aragón, Cataluña/Catalunya, Illes Balears, Región de Murcia (Adm1). ??vila, Alicante/Alacant, AlmerÍa, Asturias, Granada, Ja??n, Valencia/Valéncia (Adm2)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Fiji,FJI,Melanesia,Oceania,Viti Levu Island,2.0,3115.0,"Central, Western (Adm1)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Fiji,FJI,Melanesia,Oceania,"Kadavvu, Southern Lau, Matuku, Vatulele",1.0,180000.0,"Kadavu, Lau, Nadroga & Navosa (Adm2)."
2020,Natural,Hydrological,Flood,Flash flood,France,FRA,Western Europe,Europe,Valleraugue (Gard department); Lozère and Herault departments,2.0,421.0,"Gard, Herault, Lozere (Adm2)."
2020,Natural,Meteorological,Storm,Convective storm,France,FRA,Western Europe,Europe,"Roya Valley, Vésubie, Tinée (Provence-Alpes-Côte d'Azur Region)",18.0,12980.0,Provence-Alpes-Cote-d'Azur (Adm1).
2020,Natural,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,Samos,2.0,919.0,Samou (Adm2).
2020,Natural,Meteorological,Storm,Tropical cyclone,Guatemala,GTM,Central America,Americas,"Alta Verapaz, Baja Verapaz, Izabal, Chiquimula, Quiché, Zacapa departments",2.0,131298.0,"Alta Verapaz, Baja Verapaz, Chiquimula, Izabal, Quiché, Zacapa (Adm1)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Honduras,HND,Central America,Americas,"La Ceiba, El Progresso, Santa Barbara, Gualala, Sulaco, San Manuel, Lempira",110.0,4566584.0,"Lempira (Adm1). El Progreso, Gualala, La Ceiba, San Manuel, Santa Barbara, Sulaco (Adm2)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Honduras,HND,Central America,Americas,"Sulla Valley, San Pedro Sula, Santa Barbara, Central District, Santa Rosa de Aguan, Tocoa Copán, Choluteca (Sula Valley); Comayagua; Puerto Cortés, Yoro, Atlántida, Santa Barbara, Olancho, departments",14.0,578000.0,"Atlantida, Choluteca, Comayagua, Copan, Olancho, Santa Barbara, Yoro (Adm1). Distrito Central, Puerto Cortes, San Pedro Sula, Santa Rosa De Aguan, Tocoa (Adm2)."
2020,Natural,Geophysical,Earthquake,Ground movement,Croatia,HRV,Southern Europe,Europe,Zagreb,1.0,78942.0,"Grad Zagreb, Zagreb (Adm1)."
2020,Natural,Geophysical,Earthquake,Ground movement,Croatia,HRV,Southern Europe,Europe,"Sisak, Petrinja, Glina, Hrvatska Kostajnica, Zagreb county, Karlovac county",8.0,149407.0,"Karlovac, Sisak-moslavina, Zagreb (Adm1)."
2020,Natural,Hydrological,Flood,Flash flood,Indonesia,IDN,South-Eastern Asia,Asia,"North Bolaang Mongondow Regency, Poso city, Sangkub, Bintauna, West Bolangitang, East Bolangitang Districts (Central, North Sulawesi provinces)",2.0,40000.0,"Bolaangmongondow, Poso (Adm2)."
2020,Natural,Hydrological,Flood,Flash flood,Indonesia,IDN,South-Eastern Asia,Asia,"Aceh, Riau, Riau Islands, Bengkulu, South Sumatra, West Nusa Tenggara, South Sulawesi, and several parts of Kalimantan",4.0,41837.0,"Bengkulu, Kalimantan Barat, Kalimantan Selatan, Kalimantan Tengah, Kalimantan Timur, Kepulauan-riau, Nangroe Aceh Darussalam, Nusatenggara Barat, Riau, Sulawesi Selatan, Sumatera Selatan (Adm1)."
2020,Natural,Hydrological,Landslide,Landslide,Indonesia,IDN,South-Eastern Asia,Asia,North Tarakan and Central Tarakan (North Kalimantan Province),11.0,170.0,Kota Tarakan (Adm2).
2020,Natural,Hydrological,Landslide,Landslide,India,IND,Southern Asia,Asia,"Barak Valley Region (southern Assam State, north-east India); Hailakandi ; Cachar; Karimganj Districts",21.0,155850.0,"Cachar, Hailakandi, Karimganj (Adm2)."
2020,Natural,Meteorological,Storm,Tropical cyclone,India,IND,Southern Asia,Asia,"Balasore (Baleshwar) , Bhadrak, Kendrapada and Jagatsinghpur (Odisha); East Midunapur, West Midhunapur, North24 Parganas, South24 Parganas, Nadia, Howrah, Kolkata and Hoogli (West Bengal)",90.0,18000000.0,"Baleshwar, Bhadrak, East Midnapore, Haora, Hugli, Jagatsinghpur, Kendrapara, Kolkata, Nadia, North 24 Parganas, South 24 Parganas, West Midnapore (Adm2)."
2020,Natural,Meteorological,Storm,Tropical cyclone,India,IND,Southern Asia,Asia,"Raigad, Pune Districts (Maharashtra State)",6.0,7500.0,"Pune, Raigarh (Adm2)."
2020,Natural,Hydrological,Landslide,Landslide,Italy,ITA,Southern Europe,Europe,"Chiareggio Locality (Sondrio Province, Lombardy region)",3.0,182.0,Sondrio (Adm2).
2020,Natural,Meteorological,Storm,Tropical cyclone,Japan,JPN,Eastern Asia,Asia,"Miyazaki Prefecture, Kyushu region, Kagoshima, Okinawa",2.0,52.0,"Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Okinawa, Ooita, Saga (Adm1)."
2020,Natural,Meteorological,Storm,Tropical cyclone,Sri Lanka,LKA,Southern Asia,Asia,"Ratnapura district, Kegalle, Kottampitiya (Kegalle), Pelmadulla (Ratnapura), Polonnaruwa",4.0,1100.0,"Kegalle, Polonnaruwa, Ratnapura (Adm2)."
2020,Natural,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,South Oaxaca State (Mexico),10.0,24393.0,Oaxaca (Adm1).
2020,Natural,Meteorological,Storm,Tropical cyclone,Mexico,MEX,Central America,Americas,"Tabasco, Quintana Roo, Yucatán, Campeche",6.0,3500.0,"Campeche, Quintana Roo, Tabasco, Yucatan (Adm1)."
2020,Natural,Hydrological,Flood,Flash flood,Mongolia,MNG,Eastern Asia,Asia,"Ulaanbaatar, Ömnögovi ,Töv, Khövsgöl, Khentii Provinces",8.0,12000.0,"To'v, Ulaanbaatar, Xentii, Xo'vsgol (Adm1). Nomgon (Adm2)."
2020,Natural,Hydrological,Flood,Riverine flood,Malawi,MWI,Eastern Africa,Africa,Karonga District,1.0,2250.0,Karonga (Adm2).
2020,Natural,Meteorological,Storm,Tropical cyclone,Nicaragua,NIC,Central America,Americas,"Waspam, Bilwi/Puerto Cabezas, Prinzapolka, La Cruz de Rio Grande, Laguna de Perlas",18.0,900000.0,"Isla, La Cruz De Rio Grande, Prinzapolka, Puerto Cabezas, Waspam (Adm2)."
2020,Natural,Hydrological,Landslide,Landslide,Norway,NOR,Northern Europe,Europe,Ask (Gjerdrum municipality),10.0,1010.0,Gjerdrum (Adm2).
2020,Natural,Hydrological,Flood,Riverine flood,Panama,PAN,Central America,Americas,"Calovébora Commune (Veraguas Province, western Panama); Colon Province (eastern Panama)",11.0,150.0,Colon (Adm1). Santa Fe (Adm2).
2020,Natural,Meteorological,Storm,Tropical cyclone,Panama,PAN,Central America,Americas,"Bocas del Toro, Chiriquí, Coclé, Colón, Comarca Ngäbe Buglé, Herrera, Veraguas",79.0,5000.0,"Bocas del Toro, Chiriquí, Coclé, Colon, Herrera, Ngöbe Buglé, Veraguas (Adm1)."
2021,Natural,Meteorological,Storm,Tropical cyclone,Mexico,MEX,Central America,Americas,"Guerrero, Michoacán, Colima, Jalisco, and Nayarit states",2.0,621.0,"Colima, Guerrero, Jalisco, Michoacan, Nayarit (Adm1)."
2021,Natural,Meteorological,Storm,Tropical cyclone,Mexico,MEX,Central America,Americas,"Michoacan, Colima and Jalisco States",2.0,1503.0,"Colima, Jalisco, Michoacan (Adm1)."
2021,Natural,Meteorological,Storm,Tropical cyclone,Mexico,MEX,Central America,Americas,"Yage municipality (Central Valley Region, Oaxaca State); Guerrero, Michoacán, Colima, and Jalisco states",3.0,600.0,"Colima, Guerrero, Jalisco, Michoacan, Oaxaca (Adm1)."
2021,Natural,Meteorological,Storm,Convective storm,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"East Azerbaijan, West Azerbaijan, Alborz, Isfahan, Bushehr, Chaharmahal, Bakhtiari, Kohgiluyeh, Boyer-Ahmad, Kerman, Fars, Sistan and Baluchestan, Semnan, Mazandaran, Hormozgan, Yazd, Kurdistan",10.0,2600.0,"Bushehr, Chaharmahal-o bakhtiyar, East Azarbayejan, Esfahan, Fars, Gilan, Hormozgan, Kerman, Kordestan, Mazandaran, Semnan, Sistan-o baluchestan, West Azarbayejan, Yazd (Adm1). Boyyerahmad (Adm2)."
2021,Natural,Meteorological,Storm,Convective storm,Malawi,MWI,Eastern Africa,Africa,"Lilongwe, Mulanje, Mangochi, Chikwawa, Ntcheu, Machinga, Balaka, Zomba, Chiradzulu, Phalombe, Salima, Mzuzu and Blantyre",13.0,55551.0,"Balaka, Blantyre, Chikwawa, Chiradzulu, Lilongwe, Machinga, Mangochi, Mulanje, Mzimba, Ntcheu, Phalombe, Salima, Zomba (Adm2)."
2021,Natural,Meteorological,Storm,Convective storm,Pakistan,PAK,Southern Asia,Asia,"Okara, Toba Tek Singh Districts (Punjab province)",12.0,6.0,"Okara District, Toba Tek Singh District (Adm2)."
2021,Natural,Meteorological,Storm,Convective storm,Pakistan,PAK,Southern Asia,Asia,"Kohat, Lower Dir, Karak District, Kurram , Shangla Districts (Khyber Pakhtunkhwa Province)",11.0,22.0,"Karak District, Kohat District, Kurram Agency, Lower Dir District, Shangla District (Adm2)."
2021,Natural,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Mamuju, Majene, Polewali Mandar districts (West Sulawesi Province)",110.0,100653.0,"Majene, Mamuju, Polewalimamasa (Adm2)."
2021,Natural,Hydrological,Flood,Flash flood,Malaysia,MYS,South-Eastern Asia,Asia,"Yan, Kuala Muda and Bandar Baharu districts (Kedah state)",7.0,4828.0,"Bandar Baharu, Kuala Muda, Yan (Adm2)."
2021,Natural,Hydrological,Flood,Flash flood,Nepal,NPL,Southern Asia,Asia,"Helambu and Melamchi (Sindhupalchok district, previously in Bagmati)",46.0,820.0,Bagmati (Adm2).
2021,Natural,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,Hernai district i(Balochistan),21.0,64100.0,Sibi District (Adm2).
2021,Natural,Hydrological,Flood,Flash flood,Peru,PER,South America,Americas,"Santa Rosa de Alto Yanajanca district, Marañón province (Huanuco Department)",1.0,1875.0,Maranon (Adm2).
2021,Natural,Hydrological,Flood,Riverine flood,Peru,PER,South America,Americas,"Tambopata, Tahuamanu, Manu Provinces; Ucayali, Loreto, Junín, Cusco regions (Madre de Dios Department)",10.0,12000.0,"Cusco, Junin, Loreto, Ucayali (Adm1). Tahuamanu, Tambopata (Adm2)."
2021,Natural,Hydrological,Landslide,Landslide,India,IND,Southern Asia,Asia,"Nigul Sari Village (Kinnaur District, Himachal Pradesh State)",35.0,13.0,Kinnaur (Adm2).
2021,Natural,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,Southern Guerrero State,3.0,21951.0,Guerrero (Adm1).
