year,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,country_origin,country_origin(ISO),region,continent,location,total_deaths,total_affected,geo_locations
2002,Natural,Meteorological,Storm,Tropical cyclone,Cuba,CUB,Caribbean,Americas,"Sandino, San Juan y Martinez, Mantua, Guane districts (Pinar del Rio province), Isla dela Juventud province, Batabano, Guira de Melena, Nueva Paz, San Nicolas, Melena del Sur, Quivican districts (La Habana province), Sancti Spiritus, La Sierpe, Fomento, Taguasco, Trinidad, Jatibonico districts (Sancti Spiritu province), Rodas, Aguada De Pasajeros, Cumanayagua districts (Cienfuegos province), Guantanamo, Maisi, Baracoa, Manuel Tames districts (Guantanamo province), Guama, Tercer Frente, Palma Soriano, Santiago de Cuba districts (Santiago de Cuba province), Niquero, Media Luna, Cauto Cristo, Pilon districts (Granma province)",3.0,281470.0,"Isla De La Juventud (Adm1). Aguada De Pasajeros, Baracoa, Batabano, Cauto Cristo, Cumanayagua, Fomento, Guama, Guane, Guantanamo, Guira De Melena, Jatibonico, Maisi, Mantua, Manuel Tames, Media Luna, Melena Del Sur, Nueva Paz, Palma Soriano, Pilon, Quivican, Rodas, San Juan Y Martinez, San Nicolas, Sancti Spiritus, Sandino, Santiago De Cuba, Taguasco, Tercer Frente, Trinidad, Venezuela (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Czech Republic ,CZE,Eastern Europe,Europe,"Prague city (praha district, praha province), Plzen city (Plzen-mesto district, Zapadocesky province), Karlsbad city (Karlovy Vary district, Zapadocesky province); Mlada Boleslav, Melnik, Kladno, Rakovnik, Beroun, Praha-vychod, Pribram, Benesov, Kutna Hora, Kolin, Nymburk districts (Stredocesky province), Praha-zapad district (Praha province), Tabor, Jindrichuv Hradec, Ceske Budejovice, Cesky Krumlov, Prachatice, Starkonice, Pisek districts (Jihocesky province), Usti nad Labem district (Severocesky province), Usti nad Orlici district (Vychodocesky province)",18.0,200000.0,"Benesov, Beroun, Ceske Budejovice, Cesky Krumlov, Jindrichuv Hradec, Karlovy Vary, Kladno, Kolin, Kutna Hora, Melnik, Mlada Boleslav, Nymburk, Pisek, Plzen-mesto, Prachatice, Praha, Praha-vychod, Praha-zapad, Pribram, Rakovnik, Starkonice, Tabor, Usti nad Labem, Usti nad Orlici (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Algeria,DZA,Northern Africa,Africa,"Ain Zerga district (Tebessa province), Ouled Aouf, Taxlent districts (Batna province), Telaghma district (Mila province), Dahouara district (Guelma province), Oum El Bouaghi, Khenchela, Souk-Ahras, Medea, Sidi Bel Abbes, Annaba provinces",29.0,2301.0,"Annaba, Khenchela, Medea, Oum El Bouaghi, Sidi Bel Abbes, Souk-Ahras (Adm1). Ain Zerga, Ouled Aouf, Taxlent, Telaghma (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Algeria,DZA,Northern Africa,Africa,"Hamma, Boutaleb districts (Setif province), Batna, Biskra provinces",13.0,4.0,"Batna, Biskra (Adm1). Boutaleb, Hamma (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Egypt,EGY,Northern Africa,Africa,Shallatin district (Red Sea province),4.0,800.0,Shallatin (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,Ethiopia,ETH,Eastern Africa,Africa,"Afar, Oromia, Somali region",22.0,4000.0,"Afar, Oromia, Somali (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,France,FRA,Western Europe,Europe,"Gard, Hérault districts (Languedo-Rousillon province), Vaucluse dsitrict (Provence-Alpes-Cote-d'Azure province), Rhone, Drome, Ardeche districts (Languedoc-Rousillon province)",23.0,2500.0,"Ardeche, Drome, Gard, Herault, Rhone, Vaucluse (Adm2)."
2002,Natural,Meteorological,Storm,Extra-tropical storm,France,FRA,Western Europe,Europe,"Eure district (Haute-Normandie province), Manche, Calvados districts (Basse-Normandie province), Pas-de-Calais district (Nord-Pas-de-Calais province), Somme district (Picardie province), Seine-Maritime district (Haute-Normandie province), Seine-Saint-Denis district (Ile-de-France province)",4.0,3.0,"Calvados, Eure, Manche, Pas-de-Calais, Seine-Maritime, Seine-Saint-Denis, Somme (Adm2)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Micronesia (Federated States of),FSM,Micronesia,Oceania,"Weno, Tonoas, Fefan, Udot, Uman, Siis villages (Chuuk island, Micronesia province)",47.0,1448.0,Administrative unit not available (Adm1).
2002,Natural,Hydrological,Flood,Riverine flood,Ghana,GHA,Western Africa,Africa,"Accra Metropolis district (Greater Accra province), Kma district (Ashanti province)",4.0,2000.0,"Accra Metropolis, Kma (Adm2)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Guatemala,GTM,Central America,Americas,"Retalhuleu, Suchitepequez, Escuintla, San Marcos provinces",2.0,1500.0,"Escuintla, Retalhuleu, San Marcos, Suchitepéquez (Adm1)."
2002,Natural,Hydrological,Landslide,Mudslide,Guatemala,GTM,Central America,Americas,"San Lucas Toliman, Solola districts (Solola province)",68.0,474.0,"San Lucas Tolim?, Solol? (Adm2)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Guam,GUM,Micronesia,Oceania,Guam province,1.0,11100.0,Administrative unit not available (Adm1).
2002,Natural,Hydrological,Flood,Riverine flood,Honduras,HND,Central America,Americas,"Distrito Central, Talanga districts (Francisco Morazan province), Juticalpa district (Olancho province), Choluteca, Paraiso, Santa Barbara, Valle, Yoro provinces",10.0,969.0,"Choluteca, Paraiso, Santa Barbara, Valle, Yoro (Adm1). Distrito Central, Juticalpa, Talanga (Adm2)."
2002,Natural,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Simeulue district (Nangroe Aceh Darussalam province),3.0,60.0,Simeulue (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,Indonesia,IDN,South-Eastern Asia,Asia,Kota Medan district (Sumatera Utara province),13.0,2000.0,Kota Medan (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,Indonesia,IDN,South-Eastern Asia,Asia,"Alor, Belu districts (Nusatenggara Timur province), Bandung, Bogor, Kota Depok districts (Jawa Barat province), Barru district (Sulawesi Timur province), Bondowoso, Kota Mojokerto, Kota Surabaya, Mojokerto, Sampang, Sidoarjo, Lumajang districts (Jawa Timur province), Tangerang district (Banten province)",150.0,500750.0,"Dki Jakarta (Adm1). Alor, Bandung, Barru, Belu, Bogor, Bondowoso, Kota Depok, Kota Mojokerto, Kota Surabaya, Lumajang, Mojokerto, Sampang, Sidoarjo, Tangerang (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Indonesia,IDN,South-Eastern Asia,Asia,"Gomo, Amandraya areas (Nias Selatan district, Sumatera Utara province)",14.0,780.0,Nias Selatan (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,Indonesia,IDN,South-Eastern Asia,Asia,"Aceh Barat, Aceh Barat Daya, Aceh Selatan, Naganraya, Aceh Singkil districts (Nangroe Aceh Darussalam province), Dairi, Nias, Nias Selatan, Tapanuli Tengah districts (Sumatera Utara province)",13.0,87000.0,"Aceh Barat, Aceh Barat Daya, Aceh Selatan, Aceh Singkil, Dairi, Naganraya, Nias, Nias Selatan, Tapanuli Tengah (Adm2)."
2002,Natural,Hydrological,Landslide,Mudslide,Indonesia,IDN,South-Eastern Asia,Asia,"Pacet village (Mojokerto district, Jawa Timur province)",32.0,5.0,Mojokerto (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,India,IND,Southern Asia,Asia,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces",549.0,42000000.0,"Arunachal Pradesh, Arunachal Pradesh (Administrative unit not available), Gujarat, Kerala, Maharashtra, Manipur, Meghalaya, Tripura (Adm1). Adilabad, Araria, Balaghat, Barpeta, Begusarai, Bhagalpur, Bongaigaon, Cachar, Darbhanga, Darjiling, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Gopalganj, Jalpaiguri, Jorhat, Kamrup, Karimganj, Karimnagar, Katihar, Khagaria, Khammam, Kishanganj, Kochbihar, Kokrajhar, Lahul and Spiti, Lakhimpur, Madhepura, Madhubani, Marigaon, Muzaffarpur, Nagaon, Nalanda, Nalbari, Pashchim Champaran, Patna, Purba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sibsagar, Sitamarhi, Siwan, Sonitpur, Supaul, Tehri Garhwal, Tinsukia (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,India,IND,Southern Asia,Asia,"Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",33.0,50.0,"Assam, Bihar, Manipur (Adm1). Tehri Garhwal (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,India,IND,Southern Asia,Asia,Balaghat district (Madhya Pradesh province),100.0,3000.0,Balaghat (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,India,IND,Southern Asia,Asia,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",22.0,5000.0,"Bharuch, Jalgaon, Nashik, Warangal (Adm2)."
2002,Natural,Meteorological,Storm,Tropical cyclone,India,IND,Southern Asia,Asia,West Bengal province,9.0,5050.0,West Bengal (Adm1).
2002,Natural,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Dashty district (Bushehr province),1.0,780.0,Dashty (Adm2).
2002,Natural,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Behabad village (Sonqor district, Kermanshah province) Dinvar village (Sahneh district, Kermanshah province)",2.0,20056.0,"Sahneh, Sonqor (Adm2)."
2002,Natural,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Ab Garm, Buin Zahra, Avaj villages (Bueinzahra district, Ghazvin province), Shirin Su area (Kabudarahang district, Hamedan province), Razan district (Hamedan province), Abhar, Khodabandeh districts (Zanjan province)",227.0,111300.0,"Abhar, Bueinzahra, Kabudarahang, Khodabandeh, Razan (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Bushehr, Fars, Khuzestan, Kerman provinces",11.0,4500.0,"Bushehr, Fars, Kerman, Khuzestan (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Golestan, Khorasan, Semnan provinces",39.0,200000.0,"Golestan, Khorasan, Semnan (Adm1)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Japan,JPN,Eastern Asia,Asia,Hokkaidoo province,5.0,100018.0,Hokkaidoo (Adm1).
2002,Natural,Hydrological,Flood,Flash flood,Kenya,KEN,Eastern Africa,Africa,Kiambu district (Central province),12.0,2000.0,Kiambu (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,Kenya,KEN,Eastern Africa,Africa,"Madogo area (Tana River district, Coast province), Kinango area (Kwale district, Coast province)",14.0,20000.0,"Kwale, Tana River (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Kenya,KEN,Eastern Africa,Africa,"Marigat area (Baringo district, Rift Valley province)",6.0,3000.0,Baringo (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,Cambodia,KHM,South-Eastern Asia,Asia,"Kandal, Stung Treng, Prey Veng, Takeo, Kampong Chhnang, Banteay Meanchey, Svay Rieng, Kampong Speu, Kratie, Pursat, Kampot provinces",29.0,1470000.0,"Banteay Meanchey, Kampong Chhnang, Kampong Speu, Kampot, Kandal, Kratie, Prey Veng, Pursat, Stung Treng, Svay Rieng, Takeo (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,Lao People's Democratic Republic ,LAO,South-Eastern Asia,Asia,"Bolikhamxai, Savannakhet, Vientiane, Vientiane capital, Khammouan, Oudomxai, Louangphabang provinces",2.0,150000.0,"Bolikhamxai, Khammouan, Louangphabang, Oudomxai, Savannakhet, Vientiane, Vientiane capital (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,Sri Lanka,LKA,Southern Asia,Asia,"Polonnaruwa, Anuradhapra districts (North Central province), Kilinochchi district (Northern province), Puttalam district (North Western province), Eastern province",2.0,500000.0,"Eastern (Adm1). Anuradhapura, Kilinochchi, Polonnaruwa, Puttalam (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Morocco,MAR,Northern Africa,Africa,"Settat, Ben Slimane, Khouribga districts (Chaouia - Ouardigha province), Fès district (Fès - Boulemane province)",80.0,15017.0,"Ben Slimane, F??s, Khouribga, Settat (Adm2)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Madagascar,MDG,Eastern Africa,Africa,"Morondava district (Menabe province), Morombe, Toliary-I districts (Atsimo Andrefana province)",2.0,1900.0,"Morombe, Morondava, Toliary-I (Adm2)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Madagascar,MDG,Eastern Africa,Africa,"Antsiranana II, Ambilobe, Nosy-Be districts (Diana province), Vohemar district (Sava province), Fenerive Est, Maroantsetra districts (Analanjirofo province), Atsinanana province",20.0,526200.0,"Atsinanana (Adm1). Ambilobe, Antsiranana II, Fenerive Est, Maroantsetra, Nosy-Be, Vohemar (Adm2)."
2002,Natural,Hydrological,Flood,Flash flood,Mexico,MEX,Central America,Americas,"Guadiana, Alberto Carrera Tores, La Ventilla areas (Villa de Reyes district, San Luis Potosi province), Las Rusias area (Zaragoya district, San Luis Potosi province), Carranca area (Sans Luis Potosi district, Sans Luis Potosi province), Capulin dam (Villa Garcia district, Zacatecas province), Hidalgo borough (Tehuantepec city, Juchitan district, Oaxaxa province), Canadas de Obregon district (Jalisco province), Durango province",27.0,7000.0,"Durango (Adm1). Canadas De Obregon, Juchitan, San Luis Potosi, Villa De Reyes, Villa Garcia, Zaragoza (Adm2)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Mexico,MEX,Central America,Americas,"Campeche, Quintana Roo, Yucatan provinces",13.0,500030.0,"Campeche, Quintana Roo, Yucatan (Adm1)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Mexico,MEX,Central America,Americas,"Nayarit, Jalisco, Sinaloa, Colima provinces",3.0,9000.0,"Colima, Jalisco, Nayarit, Sinaloa (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,Mali,MLI,Western Africa,Africa,"Goundam, Tombouctou districts (Tombouctou province), Gao, Bamako provinces",2.0,22519.0,"Bamako, Gao (Adm1). Goundam, Tombouctou (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Myanmar,MMR,South-Eastern Asia,Asia,"Hlaingbwe, Hpa-an areas (Hpa-an district, Kyain province), Kyondo, Kya-in-Seikkyi areas (Kawkareik district, Kayin province), Kyaikmayaw, Mawlamyine areas (Mawlamyine districts, Min province), Paung area (Thaton district, Mon province), Thongwa area (Yangon(S) district, Yangon province), Singu area (Pyin-Oo-Lwin district, Mandalay province), Myawady district (Kayin province), Myitkyina, Putao districts (Kachin province), Kengtung district (Shan (E) province)",21.0,50000.0,"Hpa-an, Kawkareik, Kengtung, Mawlamyine, Myawady, Myitkyina, Putao, Pyin-Oo-Lwin, Thaton, Yangon(S) (Adm2)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Mauritius,MUS,Eastern Africa,Africa,Port Louis province,3.0,1050.0,Port Louis (Adm1).
2002,Natural,Hydrological,Flood,Riverine flood,Malawi,MWI,Eastern Africa,Africa,"Blantyre, Chikwawa, Machinga, Mangochi, Nsanje, Zomba districts (Southern Region province), Dedza, Kasungu, Nkhotakota, Salima districts (Central Region province), Karonga district (Northern Region province),",1.0,150000.0,"Blantyre, Chikwawa, Dedza, Karonga, Kasungu, Machinga, Mangochi, Nkhotakota, Nsanje, Salima, Zomba (Adm2)."
2003,Natural,Meteorological,Storm,Tropical cyclone,Fiji,FJI,Melanesia,Oceania,"Northern, Eastern, Western provinces",17.0,30000.0,"Eastern, Northern, Western (Adm1)."
2003,Natural,Hydrological,Flood,Riverine flood,Indonesia,IDN,South-Eastern Asia,Asia,"Pandeglang district (Banten province), Polewalimamasa district (Sulawesi Barat province)",3.0,10000.0,"Pandeglang, Polewalimamasa (Adm2)."
2003,Natural,Hydrological,Flood,Riverine flood,Italy,ITA,Southern Europe,Europe,"Pescara, Chieti districts (Abruzzi province), Foggia district (Puglia province), Potenza district (Basilicata province), Agnone, Bagnoli del Trigno towns (Isernia district, Molisse province), Termoli, Lupara, Petacciato, Fossalto, Mafalda, San Giacomo degli Schiavoni,Santa Croce di Magliano, Tavenna, Toro et Trivento (Campobasso district, Molisse province)",1.0,1000.0,"Campobasso, Chieti, Foggia, Isernia, Pescara, Potenza (Adm2)."
2003,Natural,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,"Colima, Armeria, Coquimatlan, Ixtlahuacan, Cuahutemoc, Villa de Alvarez, Manzanillo, Minatitlan, Tecoman districts (Colima province), Zapotitlan de Vadillo, Toliman, Tonila, Pihuamo districts (Jalisco province)",29.0,178603.0,"Armeria, Colima, Coquimatlan, Cuauhtemoc, Ixtlahuacan, Manzanillo, Minatitlan, Pihuamo, Tecoman, Toliman, Tonila, Villa De Alvarez, Zapotitlan De Vadillo (Adm2)."
2003,Natural,Hydrological,Flood,Riverine flood,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,"Suto Orizarei, Centar districts (Skopje province) ; Soredorek, Bavci, Kumanavo cities (Kumanavo district, Kumanavo province), Veles city (Veles district, Veles province)",2.0,4000.0,"Centar, Kumanovo, Suto Orizari, Veles (Adm2)."
2003,Natural,Meteorological,Storm,Tropical cyclone,Mozambique,MOZ,Eastern Africa,Africa,"Inhambane, Sofala, Manica, Gaza provinces",11.0,23010.0,"Gaza, Inhambane, Manica, Sofala (Adm1)."
2003,Natural,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Payzawat village (Jiashi Xian area, Kashgar district, Xinjiang Uygur Zizhiqu province), Bachu Xian, Yuepuhu Xian, Yingjisha Xian, Maigaiti Xian, Shule Xian, Shufu Xian, Kashi Shi areas (Kashgar district, Xinjiang Uygur Zizhiqu province)",268.0,517000.0,Kashgar (Adm2).
2003,Natural,Hydrological,Landslide,Mudslide,Colombia,COL,South America,Americas,Manizales district (Caldas province),35.0,779.0,Manizales (Adm2).
2003,Natural,Hydrological,Flood,Flash flood,Indonesia,IDN,South-Eastern Asia,Asia,Cilacap district (Jawa Tengah province),1.0,15000.0,Cilacap (Adm2).
2003,Natural,Hydrological,Flood,Riverine flood,Indonesia,IDN,South-Eastern Asia,Asia,"Kota Jakarta Barat, Kota Jakarta Selatan districts (Dki Jakarta province), Kota Tangerang district (Banten province)",3.0,33000.0,"Kota Jakarta Barat, Kota Jakarta Selatan, Kota Tangerang (Adm2)."
2003,Natural,Hydrological,Landslide,Landslide,Indonesia,IDN,South-Eastern Asia,Asia,"Nenggeng, Budi Aten, Bojong Jambu villages (Kadungora area, Garut district, Jawa Barat province)",21.0,1760.0,Garut (Adm2).
2003,Natural,Hydrological,Landslide,Landslide,Indonesia,IDN,South-Eastern Asia,Asia,"Cantilan village (Kuningan district, Jawa Barat province)",10.0,20.0,Kuningan (Adm2).
2003,Natural,Meteorological,Storm,Convective storm,India,IND,Southern Asia,Asia,"Bankura, Hugli, Haora districts (West Bengal province)",30.0,485910.0,"Bankura, Haora, Hugli (Adm2)."
2003,Natural,Meteorological,Storm,Tropical cyclone,India,IND,Southern Asia,Asia,Gujarat province,5.0,140.0,Gujarat (Adm1).
2003,Natural,Hydrological,Flood,Riverine flood,Madagascar,MDG,Eastern Africa,Africa,"Antananarivo I, Antananarivo II, Antananarivo III, Antananarivo IV, Antananarivo V, Antananarivo VI, Antananarivo Atsimondrano, Antananarivo Avaradrano districts (Analamanga province), Atsimo Atsinanana, Betsiboka, Boeny, Melaky, Sofia, Atsinanana provinces",16.0,23370.0,"Atsimo Atsinanana, Atsinanana, Betsiboka, Boeny, Melaky, Sofia (Adm1). Antananarivo Atsimondrano, Antananarivo Avaradrano, Antananarivo I, Antananarivo II, Antananarivo III, Antananarivo IV, Antananarivo V, Antananarivo VI (Adm2)."
2003,Natural,Hydrological,Flood,Coastal flood,Mozambique,MOZ,Eastern Africa,Africa,"Moma, Angoche, Mogovolas, Mongicual, Lalaua, Nampula, Cidade de Nampula, Murrupula, Ribaue, Malema, Mecuburi districts (Nampula province), Cidade de Quelimane, Nicoadala, Maganja da Costa, Namacurra, Mocuba, Pebane, Gurue districts (Zambezia province), Pemba, Cidade de Pemba districts (Cabo Delgado province), Tete province",4.0,100003.0,"Tete (Adm1). Angoche, Cidade de Nampula, Cidade de Pemba, Cidade de Quelimane, Gurue, Lalaua, Maganja da Costa, Malema, Mecuburi, Mocuba, Mogincual, Mogovolas, Moma, Murrupula, Namacurra, Nampula, Nicoadala, Pebane, Pemba, Ribaue (Adm2)."
2003,Natural,Hydrological,Flood,Riverine flood,Mozambique,MOZ,Eastern Africa,Africa,"Metuge area (Pemba district, Cabo Delgado province), Nampula, Manica, Inhambane provinces",32.0,400000.0,"Inhambane, Manica, Nampula (Adm1). Pemba (Adm2)."
2003,Natural,Hydrological,Flood,Coastal flood,Malawi,MWI,Eastern Africa,Africa,"Nyungwe-Wovwe area (Karonga district, Northern Region province), Balaka, Machinga, Phalombe, Mwanza, Nsanje, Chikwawa districts (Southern Region province), Salima, Dedza, Ntcheu, Dowa, Lilongwe districts (Southern Region province), Rumphi district (Northern Region province)",8.0,18500.0,"Balaka, Chikwawa, Dedza, Dowa, Karonga, Lilongwe, Machinga, Mwanza, Nsanje, Ntcheu, Phalombe, Rumphi, Salima (Adm2)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Philippines ,PHL,South-Eastern Asia,Asia,"Camiguin, Misamis Oriental districts (Region X (Northern Mindanao) province)",290.0,1060147.0,"Camiguin, Misamis Oriental (Adm2)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Philippines ,PHL,South-Eastern Asia,Asia,"Cebu district (Region VII (Central Visayas) province), Leyte district (Region VIII (Eastern Visayas) province)",6.0,54840.0,"Cebu, Leyte (Adm2)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Taiwan (Province of China),TWN,Eastern Asia,Asia,"Taipei, Keelung, Chiayi, Miaoli areas (Taiwan Sheng province)",80.0,650200.0,Taiwan Sheng (Adm1).
2001,Natural,Hydrological,Flood,Flash flood,Pakistan,PAK,Southern Asia,Asia,"Islamabad district (Islamabad province), Rawalpindi district (Punjab province), North-West Frontier province",210.0,400179.0,"North-West Frontier (Adm1). Islamabad District, Rawalpindi District (Adm2)."
2001,Natural,Hydrological,Flood,Flash flood,Thailand,THA,South-Eastern Asia,Asia,"Phrae, Sukhothai, Lampang provinces",83.0,4130.0,"Lampang, Phrae, Sukhothai (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,United States of America  ,USA,Northern America,Americas,Virginia province,2.0,15000.0,Virginia (Adm1).
2001,Natural,Geophysical,Earthquake,Tsunami,Peru,PER,South America,Americas,"Arequipa, Moquegua, Tacna, Ayacucho provinces",145.0,349978.0,"Arequipa, Ayacucho, Moquegua, Tacna (Adm1)."
2001,Natural,Hydrological,Flood,Flash flood,Nigeria,NGA,Western Africa,Africa,"Jigawa, Kano provinces",200.0,84065.0,"Jigawa, Kano (Adm1)."
2001,Natural,Hydrological,Flood,Flash flood,South Africa,ZAF,Southern Africa,Africa,"Greater Tubatse area (Sekhukhune district, Limpopo province), Thembisile area (Nkangala district, Mpumalanga province), Ingwavuma, Ubombo, Jozini towns (Jozini area, Umkhanyakude district, KwaZulu-Natal province)",5.0,312.0,"Nkangala District Municipality, Sekhukhune District Municipality, Umkhanyakude District Municipality (Adm2)."
2001,Natural,Meteorological,Storm,Convective storm,United States of America  ,USA,Northern America,Americas,"Kearny, Trego, Ellis, Rooks, Ford, Osborne, Smith, Jewell, Edwards, Republic, Washington districts (Kansas province), Union city (Franklin district, Missouri province), Johnson, Pettis, Cooper, Callaway, St Charles, Gentry, Worth, Clark, Madison districts (Missouri), Beaver, Pontotoc, Coal, Johnston, Atoka, Haskell, Pottawatomie districts (Oklahoma province), Wichita, Cooke, Carson, Hutchinson, Hansford, Wheeler districts (Texas province), Thayer, Gage, Sarpy, Webster, Nuckolls districts (Nebraska province), Mills, Pottawattamie, Guthrie, Boone, Hamilton, Wapello, Johnson, Black Hawk, Benton, Fayette, Webster, Ringgold districts (Iowa province), Madison district (Illinois province)",4.0,813.0,"Atoka, Beaver, Benton, Black Hawk, Boone, Callaway, Carson, Clark, Coal, Cooke, Cooper, Edwards, Ellis, Fayette, Ford, Franklin, Gage, Gentry, Guthrie, Hamilton, Hansford, Haskell, Hutchinson, Jewell, Johnson, Johnston, Kearny, Madison, Mills, Nuckolls, Osborne, Pettis, Pontotoc, Pottawatomie, Pottawattamie, Republic, Ringgold, Rooks, Sarpy, Smith, St. Charles, Thayer, Trego, Wapello, Washington, Webster, Wheeler, Wichita, Worth (Adm2)."
2001,Natural,Hydrological,Flood,Flash flood,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,"Kangwon-do, Hamgyong-namdo, Hamgyong-bukto provinces",114.0,177584.0,"Hamgyong-bukto, Hamgyong-namdo, Kangwon-do (Adm1)."
2001,Natural,Meteorological,Storm,Tropical cyclone,United States of America  ,USA,Northern America,Americas,"Texas, Mississippi, Louisiana, Florida, Pennsylvania, South Carolina, North Carolina, Georgia, Pensylvania, New Jersey, Virginia, Iowa provinces",41.0,172000.0,"Florida, Georgia, Iowa, Louisiana, Mississippi, New Jersey, North Carolina, Pennsylvania, South Carolina, Texas, Virginia (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Malaysia,MYS,South-Eastern Asia,Asia,"Pahang, Kelantan, Terengganu provinces",11.0,18000.0,"Kelantan, Pahang, Terengganu (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Niger ,NER,Western Africa,Africa,Diffa province,4.0,20000.0,Diffa (Adm1).
2001,Natural,Meteorological,Storm,Tropical cyclone,Nicaragua,NIC,Central America,Americas,Atlantico Norte province,16.0,24866.0,Atlantico Norte (Adm1).
2001,Natural,Hydrological,Landslide,Landslide,Nepal,NPL,Southern Asia,Asia,"Koshi district (Eastern province), Bagmati, Janakpur districts (Central province), Gandaki, Lumbini districts (Western province), Mahakali district (Far Western province)",144.0,21019.0,"Bagmati, Gandaki, Janakpur, Koshi, Lumbini, Mahakali (Adm2)."
2001,Natural,Meteorological,Storm,Convective storm,Pakistan,PAK,Southern Asia,Asia,"Chak Miran borough (Lahore City Tehsil area, Lahore District district, Punjab province)",4.0,500.0,Lahore District (Adm2).
2001,Natural,Hydrological,Landslide,Mudslide,Pakistan,PAK,Southern Asia,Asia,"Karachi city (Karachi South District district, Sindh province), Hyderabad city (Hyderabad District district, Sindh province), Sukkur city (Sukkur District district, Sindh province)",16.0,12.0,"Hyderabad District, Karachi South District, Sukkur District (Adm2)."
